tag	spcode	x	y	dbh1	dbh2	dbh3	recr1	recr2	recr3	pom1	pom2	pom3	code1	code2	code3	mult1	mult2	mult3	date1	date2	date3
049507	EUGEPR	96.0	15.4	-2	12	14	P	A	A	0	1	1	*	*	*	-1	1	1	11/17/1994	11/11/1997	12/01/1998
049508	FARAOC	95.6	11.4	-2	12	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/17/1994	11/11/1997	12/01/1998
049509	POSOLA	95.7	6.8	-2	11	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/17/1994	11/11/1997	12/01/1998
049510	SPONMO	90.3	5.4	-2	11	11	P	A	A	0	1	1	*	*	*	-1	1	1	11/17/1994	11/11/1997	12/01/1998
049511	BROSAL	88.7	32.8	14	17	17	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/11/1997	12/01/1998
049512	OURALU	89.7	24.8	-2	10	11	P	A	A	0	1	1	*	R	*	-1	1	1	11/17/1994	11/11/1997	12/01/1998
049513	SWARS1	94.5	39.5	-2	12	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/17/1994	11/11/1997	12/01/1998
049514	TRI2PL	95.2	31.1	-2	12	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/17/1994	11/11/1997	12/01/1998
049515	HEISCO	95.8	28.6	-2	13	15	P	A	A	0	1	1	*	*	*	-1	1	1	11/17/1994	11/11/1997	12/01/1998
049516	TRIPCU	98.9	28.8	-2	16	16	P	A	A	0	1	1	*	*	*	-1	1	1	11/17/1994	11/11/1997	12/01/1998
049517	MARGNO	84.1	54.6	-2	11	12	P	A	A	0	1	1	*	*	L	-1	1	1	11/18/1994	11/12/1997	12/02/1998
049518	EUGEPR	91.1	44.9	-2	10	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/18/1994	11/12/1997	12/02/1998
049519	SPONRA	96.6	51.1	-2	12	12	P	A	A	0	1	1	*	*	*	-1	1	1	11/18/1994	11/12/1997	12/02/1998
049520	LOPIDA	97.5	52.0	-2	13	14	P	A	A	0	1	1	*	M	M	-1	2	2	11/18/1994	11/12/1997	12/02/1998
049521	LOPIDA	96.8	52.7	-2	13	14	P	A	A	0	1	1	*	*	*	-1	1	1	11/18/1994	11/12/1997	12/02/1998
049522	COU2CU	81.1	77.6	-2	14	15	P	A	A	0	1	1	*	*	*	-1	1	1	11/18/1994	11/12/1997	12/04/1998
049523	TRI2PL	94.4	64.8	-2	19	19	P	A	A	0	1	1	*	*	L	-1	1	1	11/18/1994	11/12/1997	12/04/1998
049524	ANTITR	89.6	65.3	-2	12	13	P	A	A	0	1	1	*	M	M	-1	2	2	11/18/1994	11/12/1997	12/04/1998
049525	TRIPCU	92.6	67.2	-2	10	11	P	A	A	0	1	1	*	*	*	-1	1	1	11/18/1994	11/12/1997	12/04/1998
049526	FARAOC	92.6	72.3	-2	11	12	P	A	A	0	1	1	*	*	*	-1	1	1	11/18/1994	11/12/1997	12/04/1998
049527	GUARGL	91.6	72.2	-2	11	10	P	A	A	0	1	1	*	*	*	-1	1	1	11/18/1994	11/12/1997	12/04/1998
049528	ACACME	95.8	74.6	-2	21	19	P	A	A	0	1	1	*	*	*	-1	1	1	11/18/1994	11/12/1997	12/04/1998
049529	ACACME	95.3	74.7	-2	18	23	P	A	A	0	1	1	*	*	*	-1	1	1	11/18/1994	11/12/1997	12/04/1998
049530	PIPERE	95.9	67.9	-2	15	-1	P	A	D	0	1	0	*	*	DS	-1	1	-1	11/18/1994	11/12/1997	12/04/1998
049531	HEISCO	82.1	92.3	-2	10	12	P	A	A	0	1	1	*	*	*	-1	1	1	11/22/1994	11/13/1997	12/04/1998
049532	HEISCO	87.5	94.7	-2	10	14	P	A	A	0	1	1	*	*	*	-1	1	1	11/22/1994	11/13/1997	12/04/1998
049533	FARAOC	90.6	92.0	-2	11	12	P	A	A	0	1	1	*	*	*	-1	1	1	11/22/1994	11/13/1997	12/04/1998
049534	FARAOC	93.7	93.4	-2	12	14	P	A	A	0	1	1	*	*	*	-1	1	1	11/22/1994	11/13/1997	12/04/1998
049535	PROTTE	82.6	142.4	-2	13	14	P	A	A	0	1	1	*	*	*	-1	1	1	11/23/1994	11/14/1997	12/10/1998
049536	FARAOC	86.2	159.0	-2	10	11	P	A	A	0	1	1	*	*	*	-1	1	1	11/23/1994	11/14/1997	12/10/1998
049537	FARAOC	93.1	154.4	-2	13	15	P	A	A	0	1	1	*	*	*	-1	1	1	11/23/1994	11/14/1997	12/10/1998
049538	HEISCO	81.4	168.1	-2	12	16	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/14/1997	12/11/1998
049539	SOROAF	83.1	166.9	-2	13	14	P	A	A	0	1	1	*	*	L	-1	1	1	11/24/1994	11/14/1997	12/11/1998
049540	BROSAL	83.7	165.3	-2	11	12	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/14/1997	12/11/1998
049541	BROSAL	81.8	171.6	-2	12	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/14/1997	12/11/1998
049542	THEVAH	80.4	177.0	-2	25	25	P	A	A	0	1	1	*	M	M	-1	2	2	11/24/1994	11/14/1997	12/11/1998
049543	ALBIAD	84.5	179.8	-2	17	19	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/14/1997	12/11/1998
049544	HEISCO	98.6	176.5	-2	12	15	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/14/1997	12/11/1998
049545	AST2GR	90.1	169.8	-2	10	10	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/14/1997	12/11/1998
049546	NEEADE	99.2	179.3	-2	15	18	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/14/1997	12/11/1998
049547	EUGEPR	99.1	160.3	-2	13	15	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/14/1997	12/11/1998
049548	PROTTE	83.9	187.7	-2	13	15	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/17/1997	12/14/1998
049549	PROTTE	83.1	186.5	-2	16	23	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/17/1997	12/14/1998
049550	PROTTE	84.8	186.3	-2	17	20	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/17/1997	12/14/1998
049551	CECRPE	85.3	184.8	-2	14	19	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/17/1997	12/14/1998
049552	CECRPE	85.4	184.4	-2	12	-1	P	A	D	0	1	0	*	*	DC	-1	1	-1	11/24/1994	11/17/1997	12/14/1998
049553	PROTTE	85.8	186.3	-2	20	22	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/17/1997	12/14/1998
049554	HEISCO	86.9	182.6	-2	19	22	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/17/1997	12/14/1998
049555	PROTTE	84.0	194.7	-2	10	11	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/17/1997	12/14/1998
049556	PROTTE	87.0	196.2	-2	10	10	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/17/1997	12/14/1998
049557	PROTTE	89.6	193.6	-2	12	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/17/1997	12/14/1998
049558	HEISCO	91.1	184.2	-2	12	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/17/1997	12/14/1998
049559	HEISCO	93.0	183.9	-2	10	11	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/17/1997	12/14/1998
049560	PROTTE	94.8	184.8	-2	16	18	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/17/1997	12/14/1998
049561	PIPERE	92.5	185.3	-2	13	14	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/17/1997	12/14/1998
049562	PSYCG3	91.6	185.4	-2	13	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/17/1997	12/14/1998
049563	HEISCO	93.1	188.6	-2	11	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/17/1997	12/14/1998
049564	HIRTRA	92.0	197.4	-2	11	11	P	A	A	0	1	1	*	*	M	-1	1	2	11/24/1994	11/17/1997	12/14/1998
049565	PROTTE	95.5	184.1	-2	13	15	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/17/1997	12/14/1998
049566	PROTTE	94.7	183.6	-2	15	16	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/17/1997	12/14/1998
049567	HEISCO	84.0	204.3	-2	11	14	P	A	A	0	1	1	*	*	*	-1	1	1	11/29/1994	11/17/1997	12/15/1998
049568	HEISCO	82.7	208.1	-2	11	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/29/1994	11/17/1997	12/15/1998
049569	SOROAF	83.9	219.5	-2	12	12	P	A	A	0	1	1	*	*	*	-1	1	1	11/29/1994	11/17/1997	12/15/1998
049570	SOROAF	80.8	219.5	-2	10	10	P	A	A	0	1	1	*	*	*	-1	1	1	11/29/1994	11/17/1997	12/15/1998
049571	FARAOC	95.2	200.3	-2	14	17	P	A	A	0	1	1	*	*	*	-1	1	1	11/29/1994	11/17/1997	12/15/1998
049572	PROTTE	92.7	205.8	-2	12	-1	P	A	D	0	1	0	*	*	DC	-1	1	-1	11/29/1994	11/17/1997	12/15/1998
049573	HEISCO	90.3	215.7	-2	11	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/29/1994	11/17/1997	12/15/1998
049574	STERAP	94.4	219.2	-2	12	12	P	A	A	0	1	1	*	*	*	-1	1	1	11/29/1994	11/17/1997	12/15/1998
049575	PROTTE	97.9	216.5	-2	11	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/29/1994	11/17/1997	12/15/1998
049576	ANNOHA	96.9	204.0	-2	16	17	P	A	A	0	1	1	*	M	M	-1	2	2	11/29/1994	11/17/1997	12/15/1998
049577	HEISCO	90.5	220.4	-2	11	15	P	A	A	0	1	1	*	*	*	-1	1	1	11/29/1994	11/18/1997	12/15/1998
049578	SOROAF	94.1	223.9	-2	10	12	P	A	A	0	1	1	*	*	L	-1	1	1	11/29/1994	11/18/1997	12/15/1998
049579	PROTTE	93.5	224.1	-2	12	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/29/1994	11/18/1997	12/15/1998
049580	SOROAF	92.6	229.3	-2	11	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/29/1994	11/18/1997	12/15/1998
049581	PIPEAE	93.2	237.7	-2	10	10	P	A	A	0	1	1	*	*	*	-1	1	1	11/29/1994	11/18/1997	12/15/1998
049582	PROTTE	81.2	250.0	-2	12	13	P	A	A	0	1	1	*	*	*	-1	1	1	12/01/1994	11/18/1997	12/16/1998
049583	PIPERE	85.6	247.2	-2	10	13	P	A	A	0	1	1	*	*	*	-1	1	1	12/01/1994	11/18/1997	12/16/1998
049584	HEISCO	88.4	245.3	-2	13	16	P	A	A	0	1	1	*	*	*	-1	1	1	12/01/1994	11/18/1997	12/16/1998
049585	SOROAF	94.3	244.7	-2	12	14	P	A	A	0	1	1	*	*	*	-1	1	1	12/01/1994	11/18/1997	12/16/1998
049586	SOROAF	95.3	253.9	-2	11	13	P	A	A	0	1	1	*	*	*	-1	1	1	12/01/1994	11/18/1997	12/16/1998
049587	HEISCO	84.2	265.4	-2	13	16	P	A	A	0	1	1	*	*	*	-1	1	1	12/01/1994	11/19/1997	12/17/1998
049588	EUGEPR	80.8	271.5	-2	10	13	P	A	A	0	1	1	*	*	M	-1	1	2	12/01/1994	11/19/1997	12/17/1998
049589	SOROAF	80.8	270.2	-2	11	13	P	A	A	0	1	1	*	*	*	-1	1	1	12/01/1994	11/19/1997	12/17/1998
049590	HEISCO	87.1	276.3	-2	16	25	P	A	A	0	1	1	*	*	*	-1	1	1	12/01/1994	11/19/1997	12/17/1998
049593	PROTTE	93.5	268.7	-2	10	11	P	A	A	0	1	1	*	*	*	-1	1	1	12/01/1994	11/19/1997	12/17/1998
049601	HEISCO	91.0	269.7	-2	14	17	P	A	A	0	1	1	*	*	*	-1	1	1	12/01/1994	11/19/1997	12/17/1998
049602	POSOLA	97.0	267.0	-2	10	11	P	A	A	0	1	1	*	*	*	-1	1	1	12/01/1994	11/19/1997	12/17/1998
049607	PIPERE	159.6	12.9	-2	11	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/30/1994	11/20/1997	12/17/1998
049609	BROSAL	155.6	23.0	-2	12	15	P	A	A	0	1	1	*	*	*	-1	1	1	12/01/1994	11/20/1997	12/21/1998
049610	FARAOC	145.6	50.2	-2	13	13	P	A	A	0	1	1	*	*	*	-1	1	1	12/01/1994	11/21/1997	12/22/1998
049611	FARAOC	152.4	59.1	-2	12	14	P	A	A	0	1	1	*	*	*	-1	1	1	12/01/1994	11/21/1997	12/22/1998
049612	BROSAL	157.9	55.5	-2	11	13	P	A	A	0	1	1	*	*	*	-1	1	1	12/01/1994	11/21/1997	12/22/1998
049613	FARAOC	157.7	50.8	-2	14	16	P	A	A	0	1	1	*	*	*	-1	1	1	12/01/1994	11/21/1997	12/22/1998
049614	FARAOC	142.8	72.9	-2	12	14	P	A	A	0	1	1	*	*	*	-1	1	1	12/02/1994	11/21/1997	12/23/1998
049615	MYRCGA	144.3	75.5	-2	14	14	P	A	A	0	1	1	*	*	*	-1	1	1	12/02/1994	11/21/1997	12/23/1998
049616	BROSAL	142.9	76.0	-2	11	13	P	A	A	0	1	1	*	*	*	-1	1	1	12/02/1994	11/21/1997	12/23/1998
049617	PROTTE	192.8	12.6	-2	10	0	P	A	B	0	1	2	*	*	R	-1	1	1	12/02/1994	11/24/1997	12/19/1998
049618	PROTTE	181.2	24.3	-2	10	12	P	A	A	0	1	1	*	*	*	-1	1	1	12/05/1994	11/25/1997	12/22/1998
049619	PIPERE	185.9	28.3	-2	14	16	P	A	A	0	1	1	*	M	*	-1	2	1	12/05/1994	11/25/1997	12/22/1998
049620	BROSAL	191.4	21.6	-2	11	14	P	A	A	0	1	1	*	*	*	-1	1	1	12/05/1994	11/25/1997	12/22/1998
049621	CUPARU	193.2	41.4	-2	15	16	P	A	A	0	1	2	*	*	R	-1	1	1	12/02/1994	11/25/1997	12/23/1998
049622	HEISCO	182.1	65.3	-2	14	16	P	A	A	0	1	1	*	*	*	-1	1	1	12/05/1994	11/26/1997	12/28/1998
049623	HEISCO	185.2	75.4	-2	13	14	P	A	A	0	1	1	*	*	*	-1	1	1	12/05/1994	11/26/1997	12/28/1998
049624	CHR2AR	189.2	66.9	-2	11	13	P	A	A	0	1	1	*	*	*	-1	1	1	12/05/1994	11/26/1997	12/28/1998
049625	PSE1SE	195.4	64.2	-2	11	12	P	A	A	0	1	1	*	*	*	-1	1	1	12/05/1994	11/26/1997	12/28/1998
049629	EUGEPR	59.5	248.4	-2	12	15	P	A	A	0	1	1	*	*	*	-1	1	1	11/15/1994	11/27/1997	12/11/1998
049630	CUPASY	59.3	249.6	-2	12	14	P	A	A	0	1	1	*	*	*	-1	1	1	11/15/1994	11/27/1997	12/11/1998
049631	PROTTE	43.2	284.2	-2	12	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/16/1994	11/27/1997	12/15/1998
049900	COU2CU	101.9	14.0	-2	10	13	P	A	A	0	1	1	*	*	M	-1	1	2	11/22/1994	11/17/1997	12/17/1998
049902	PROTTE	105.6	10.3	-2	10	10	P	A	A	0	1	1	*	*	*	-1	1	1	11/22/1994	11/17/1997	12/17/1998
049903	COU2CU	107.9	6.2	-2	12	15	P	A	A	0	1	1	*	*	*	-1	1	1	11/22/1994	11/17/1997	12/17/1998
049905	EUGEPR	110.5	14.5	-2	12	15	P	A	A	0	1	1	*	*	*	-1	1	1	11/22/1994	11/17/1997	12/17/1998
049906	EUGEPR	110.5	18.8	-2	13	12	P	A	A	0	1	1	*	*	*	-1	1	1	11/22/1994	11/17/1997	12/17/1998
049909	EUGEPR	118.2	17.6	-2	12	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/22/1994	11/17/1997	12/17/1998
049910	FARAOC	107.2	33.8	-2	10	12	P	A	A	0	1	1	*	*	*	-1	1	1	11/22/1994	11/17/1997	12/22/1998
049912	BROSAL	100.8	40.3	-2	11	12	P	A	A	0	1	1	*	*	*	-1	1	1	11/23/1994	11/18/1997	12/22/1998
049913	CASESY	102.7	42.3	-2	11	11	P	A	A	0	1	1	*	*	*	-1	1	1	11/23/1994	11/18/1997	12/22/1998
049914	IXORFL	101.0	53.0	-2	11	12	P	A	A	0	1	1	*	*	M	-1	1	2	11/23/1994	11/18/1997	12/22/1998
049915	EUGEPR	112.4	45.4	-2	13	15	P	A	A	0	1	1	*	*	*	-1	1	1	11/23/1994	11/18/1997	12/22/1998
049916	BROSAL	118.4	50.2	-2	11	12	P	A	A	0	1	1	*	*	*	-1	1	1	11/23/1994	11/18/1997	12/22/1998
049917	ALBIAD	117.4	79.9	-2	12	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/23/1994	11/18/1997	12/23/1998
049918	CAL2CA	117.2	62.8	-2	11	12	P	A	A	0	1	1	*	*	*	-1	1	1	11/23/1994	11/18/1997	12/23/1998
049919	TRI2TO	119.5	62.3	-2	10	11	P	A	A	0	1	1	*	*	*	-1	1	1	11/23/1994	11/18/1997	12/23/1998
049920	HEISCO	101.0	85.7	-2	14	16	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/19/1997	12/23/1998
049921	CLAVME	114.3	91.9	-2	13	15	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/19/1997	12/23/1998
049922	ACACME	110.8	97.2	-2	14	14	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/19/1997	12/23/1998
049923	FARAOC	119.1	91.3	-2	14	17	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/19/1997	12/23/1998
049927	FARAOC	124.2	51.9	-2	18	18	P	A	A	0	1	1	*	*	L	-1	1	1	11/25/1994	11/24/1997	12/22/1998
049928	SWARS1	127.6	43.7	-2	11	11	P	A	A	0	1	1	*	*	*	-1	1	1	11/25/1994	11/24/1997	12/22/1998
049929	BROSAL	132.2	45.4	-2	11	12	P	A	A	0	1	1	*	*	*	-1	1	1	11/25/1994	11/24/1997	12/22/1998
049930	SWARS1	134.1	46.6	-2	14	14	P	A	A	0	1	1	*	*	*	-1	1	1	11/25/1994	11/24/1997	12/22/1998
049931	FARAOC	124.7	70.0	-2	11	14	P	A	A	0	1	1	*	*	*	-1	1	1	11/25/1994	11/25/1997	12/23/1998
049932	RANDFO	124.8	70.4	-2	11	12	P	A	A	0	1	1	*	*	M	-1	1	2	11/25/1994	11/25/1997	12/23/1998
049933	INGAPU	126.7	68.6	-2	16	18	P	A	A	0	1	1	*	*	*	-1	1	1	11/25/1994	11/25/1997	12/23/1998
049934	COU2CU	133.7	68.8	-2	12	12	P	A	A	0	1	1	*	*	M	-1	1	3	11/25/1994	11/25/1997	12/23/1998
049935	EUGEPR	122.1	81.4	-2	13	15	P	A	A	0	1	1	*	*	M	-1	1	3	11/29/1994	11/25/1997	12/28/1998
049936	SOROAF	120.4	98.0	-2	11	12	P	A	A	0	1	1	*	*	*	-1	1	1	11/29/1994	11/25/1997	12/28/1998
049937	PROTTE	121.5	99.3	-2	12	15	P	A	A	0	1	1	*	*	*	-1	1	1	11/29/1994	11/25/1997	12/28/1998
049938	SOROAF	123.7	99.8	-2	11	12	P	A	A	0	1	1	*	*	*	-1	1	1	11/29/1994	11/25/1997	12/28/1998
049939	SOROAF	127.3	99.3	-2	13	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/29/1994	11/25/1997	12/28/1998
049940	SOROAF	129.7	93.8	-2	11	11	P	A	A	0	1	1	*	*	*	-1	1	1	11/29/1994	11/25/1997	12/28/1998
049941	SOROAF	125.6	94.5	-2	12	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/29/1994	11/25/1997	12/28/1998
049942	SOROAF	133.0	81.0	-2	12	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/29/1994	11/25/1997	12/28/1998
049943	SOROAF	132.8	84.0	-2	14	15	P	A	A	0	1	1	*	*	M	-1	1	2	11/29/1994	11/25/1997	12/28/1998
049944	CLAVME	132.0	88.3	-2	15	12	P	A	A	0	1	2	*	*	MR	-1	1	2	11/29/1994	11/25/1997	12/28/1998
049945	EUGEPR	134.7	94.3	-2	11	11	P	A	A	0	1	1	*	*	*	-1	1	1	11/29/1994	11/25/1997	12/28/1998
049946	COCCPA	133.5	96.3	-2	10	11	P	A	A	0	1	1	*	*	*	-1	1	1	11/29/1994	11/25/1997	12/28/1998
049947	PSYCAC	2.5	269.1	-2	11	10	P	A	A	0	1	1	*	*	M	-1	1	3	11/18/1994	11/27/1997	12/10/1998
049948	AMAICO	5.0	276.7	-2	15	18	P	A	A	0	1	1	*	*	*	-1	1	1	11/18/1994	11/27/1997	12/10/1998
049949	PROTTE	19.4	275.4	-2	11	12	P	A	A	0	1	1	*	*	*	-1	1	1	11/18/1994	11/27/1997	12/10/1998
050479	SWARS1	14.6	20.2	-2	11	12	P	A	A	0	1	1	*	*	*	-1	1	1	11/07/1994	11/12/1997	11/24/1998
050480	TRIPCU	102.8	26.8	-2	28	35	P	A	A	0	1	1	*	*	*	-1	1	1	11/22/1994	11/17/1997	12/22/1998
050485	CECROB	1.7	61.6	-2	29	44	P	A	A	0	1	1	*	*	*	-1	1	1	11/10/1994	11/17/1997	11/27/1998
050486	BROSAL	8.9	78.5	-2	14	16	P	A	A	0	1	1	*	R	*	-1	1	1	11/10/1994	11/17/1997	11/27/1998
050487	EUGEPR	10.4	70.6	-2	13	15	P	A	A	0	1	1	*	*	M	-1	1	2	11/10/1994	11/17/1997	11/27/1998
050488	FARAOC	7.4	65.0	-2	14	17	P	A	A	0	1	1	*	*	*	-1	1	1	11/10/1994	11/17/1997	11/27/1998
050489	CAL2CA	5.0	61.0	-2	20	21	P	A	A	0	1	1	*	*	*	-1	1	1	11/10/1994	11/17/1997	11/27/1998
050490	NECTMA	8.9	60.1	-2	24	31	P	A	A	0	1	1	*	*	*	-1	1	1	11/10/1994	11/17/1997	11/27/1998
050491	COU2CU	54.1	66.8	-2	12	15	P	A	A	0	1	1	*	*	M	-1	1	2	11/07/1994	11/20/1997	11/25/1998
050492	BROSAL	52.4	65.6	-2	10	10	P	A	A	0	1	1	*	*	*	-1	1	1	11/07/1994	11/20/1997	11/25/1998
050493	TRI2TO	111.6	93.1	-2	12	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/24/1994	11/19/1997	12/23/1998
050494	ACACME	117.7	66.9	-2	12	15	P	A	A	0	1	1	*	*	*	-1	1	1	11/23/1994	11/18/1997	12/23/1998
050495	ALIBED	115.6	52.9	-2	18	20	P	A	A	0	1	1	*	M	M	-1	2	2	11/23/1994	11/18/1997	12/22/1998
050496	EUGEPR	114.8	28.7	-2	12	13	P	A	A	0	1	1	*	*	*	-1	1	1	11/22/1994	11/17/1997	12/22/1998
050497	ACALDI	31.6	47.9	-2	11	16	P	A	A	0	1	1	*	*	*	-1	1	1	11/07/1994	11/14/1997	12/25/1998
050498	ACALDI	25.2	48.0	-2	11	21	P	A	A	0	1	1	*	*	*	-1	1	1	11/07/1994	11/14/1997	12/25/1998
050499	BROSAL	20.6	30.3	-2	11	11	P	A	A	0	1	1	*	*	*	-1	1	1	11/07/1994	11/13/1997	12/14/1998
050500	SOROAF	7.1	4.0	-2	15	15	P	A	A	0	1	1	*	*	*	-1	1	1	11/02/1994	11/11/1997	11/23/1998
1	EUGEPR	116.1	54.9	-2	13	-1	P	A	D	0	1	0	*	M	DN	-1	2	-1	11/23/1994	11/18/1997	12/22/1998
528890	OURALU	49.6	59.3	-2	17	16	P	A	A	0	1	1	*	*	*	-1	1	1	11/07/1994	12/13/1997	11/24/1998
528891	CAL2CA	103.2	57.3	-2	15	18	P	A	A	0	1	1	*	*	*	-1	1	1	11/23/1994	11/18/1997	12/22/1998
531534	CAVAPL	13.4	66.9	-2	13	16	P	A	A	0	1	1	*	*	*	-1	1	1	11/10/1994	11/17/1997	11/27/1998
041201	FARAOC	4.2	4.0	-2	-2	11	P	P	A	0	0	1	*	*	*	-2	-2	1	11/02/1994	11/11/1997	11/23/1998
041202	PROTTE	3.1	5.2	-2	-2	12	P	P	A	0	0	1	*	*	*	-2	-2	1	11/02/1994	11/11/1997	11/23/1998
041203	SOROAF	5.7	3.5	-2	-2	14	P	P	A	0	0	1	*	*	M	-2	-2	2	11/02/1994	11/11/1997	11/23/1998
041204	SWARS1	9.6	0.5	-2	-2	11	P	P	A	0	0	1	*	*	*	-2	-2	1	11/02/1994	11/11/1997	11/23/1998
041205	SWARS1	12.6	3.9	-2	-2	11	P	P	A	0	0	1	*	*	*	-2	-2	1	11/02/1994	11/11/1997	11/23/1998
041206	EUGEPR	13.2	8.6	-2	-2	10	P	P	A	0	0	1	*	*	*	-2	-2	1	11/02/1994	11/11/1997	11/23/1998
041207	COU2CU	11.0	19.3	-2	-2	10	P	P	A	0	0	1	*	*	*	-2	-2	1	11/02/1994	11/11/1997	11/23/1998
041208	ACALDI	15.8	19.0	-2	-2	10	P	P	A	0	0	1	*	*	*	-2	-2	1	11/02/1994	11/11/1997	11/23/1998
041209	NECTMA	17.9	15.6	-2	-2	10	P	P	A	0	0	1	*	*	*	-2	-2	1	11/02/1994	11/11/1997	11/23/1998
041210	PIT1RU	19.1	12.6	-2	-2	12	P	P	A	0	0	1	*	*	*	-2	-2	1	11/02/1994	11/11/1997	11/23/1998
041211	COCCPA	16.7	11.4	-2	-2	10	P	P	A	0	0	1	*	*	*	-2	-2	1	11/02/1994	11/11/1997	11/23/1998
041212	EUGEPR	16.4	9.7	-2	-2	12	P	P	A	0	0	1	*	*	*	-2	-2	1	11/02/1994	11/11/1997	11/23/1998
041901	EUGEPR	16.1	14.1	-2	-2	11	P	P	A	0	0	1	*	*	*	-2	-2	1	11/02/1994	11/11/1997	11/23/1998
041213	BROSAL	8.4	30.3	-2	-2	11	P	P	A	0	0	1	*	*	*	-2	-2	1	11/07/1994	11/12/1997	11/24/1998
041214	BROSAL	7.2	29.9	-2	-2	10	P	P	A	0	0	1	*	*	*	-2	-2	1	11/07/1994	11/12/1997	11/24/1998
041215	COU2CU	11.0	23.6	-2	-2	10	P	P	A	0	0	1	*	*	*	-2	-2	1	11/07/1994	11/12/1997	11/24/1998
041216	BROSAL	14.9	28.6	-2	-2	10	P	P	A	0	0	1	*	*	*	-2	-2	1	11/07/1994	11/12/1997	11/24/1998
041217	CHR2CA	14.4	28.4	-2	-2	10	P	P	A	0	0	1	*	*	*	-2	-2	1	11/07/1994	11/12/1997	11/24/1998
041218	BROSAL	13.3	39.0	-2	-2	10	P	P	A	0	0	1	*	*	*	-2	-2	1	11/07/1994	11/12/1997	11/24/1998
041219	AST2GR	19.3	39.5	-2	-2	10	P	P	A	0	0	1	*	*	*	-2	-2	1	11/07/1994	11/12/1997	11/24/1998
041220	EUGECO	16.4	29.9	-2	-2	15	P	P	A	0	0	1	*	*	*	-2	-2	1	11/07/1994	11/12/1997	11/24/1998
041221	SWARS1	16.8	26.6	-2	-2	10	P	P	A	0	0	1	*	*	*	-2	-2	1	11/07/1994	11/12/1997	11/24/1998
041910	ACALDI	15.4	20.3	-2	-2	11	P	P	A	0	0	1	*	*	L	-2	-2	1	11/07/1994	11/12/1997	11/24/1998
041911	COU2CU	17.7	25.7	-2	-2	10	P	P	A	0	0	1	*	*	ML	-2	-2	2	11/07/1994	11/12/1997	11/24/1998
041223	PROTTE	4.4	47.6	-2	-2	11	P	P	A	0	0	1	*	*	*	-2	-2	1	11/09/1994	11/13/1997	11/26/1998
